,Alemão,Português
21466,schlaflosigkeit,insônia
21467,anbeißen,morder
21468,wöchentlich,semanalmente
21469,anspricht,apelos
21470,sharona,sharona
21471,tea,chá
21472,doña,Sra
21473,außenteam,equipe fora
21474,gieß,derramar
21475,flowers,flores
21476,kämpferin,lutador
21477,zimmernummer,número do quarto
21478,castor,rícino
21479,chefarzt,médico-chefe
21480,vakuum,vácuo
21481,bret,Bret
21482,übernahmen,tomou
21483,abwechselnd,alternadamente
21484,garnichts,nada mesmo
21485,fortan,daqui em diante
21486,säen,semear
21487,bekleidet,vestidos
21488,geflüstert,sussurrou
21489,gespött,gespött
21490,drovers,tropeiros
21491,metal,metal
21492,geschädigt,danificado
21493,memme,Momma
21494,wrestling,luta livre
21495,organische,orgânico
21496,bens,bens
21497,enid,Enid
21498,ozeans,oceano
21499,vermessen,medir
21500,abhängigkeit,dependência
21501,steg,degrau
21502,zuruck,voltar
21503,nützlicher,mais útil
21504,dörfern,aldeias
21505,kaktus,Cacto
21506,abräumen,Claro
21507,krummen,torto
21508,min.,min.
21509,ruine,arruinado
21510,mähen,roçada
21511,soho,soho
21512,bolt,parafuso
21513,sprechanlage,interfone
21514,einzuwenden,objeção
21515,verdrückt,esmagado
21516,horoskop,Horóscopo
21517,verspüre,verspüre
21518,miauen,miauen
21519,irma,irma
21520,skateboard,skate
21521,arterien,artéria
21522,auffordern,perguntar
21523,olé,olé
21524,birkhoff,Birkhoff
21525,grollt,burburinhos
21526,freundlicherweise,gentilmente
21527,erotische,erótico
21528,intelligenten,inteligente
21529,alaikum,alaikum
21530,costello,Costello
21531,kaputter,quebrado
21532,purple,roxo
21533,erhob,ele levantou
21534,rar,rar
21535,verbleib,paradeiro
21536,begriffe,conceitos
21537,elektromagnetische,eletromagnético
21538,ausrutscher,escorregar
21539,arg,nervoso
21540,agenda,agenda
21541,trennte,separado
21542,vollkommene,perfeito
21543,englisches,inglês
21544,forum,fórum
21545,hierzubleiben,ficando aqui
21546,zuleide,zuleide
21547,quo,Onde
21548,letzen,último
21549,aufkreuzt,Aparece
21550,ergründen,braça
21551,zahnseide,fio dental
21552,brände,queimado
21553,japanern,japonês
21554,ziffern,dígitos
21555,delfin,delfin
21556,mußten,tive
21557,zwanziger,vinte anos
21558,lockere,solto
21559,komponiert,composto
21560,ipad,ipad
21561,linse,lente
21562,eingesehen,visto
21563,stellvertretenden,deputado
21564,wog,pesou
21565,ferngesehen,assistiu
21566,genaueres,mais preciso
21567,ehrwürdige,venerável
21568,jang,broto
21569,intellekt,intelecto
21570,gestrickt,tricotado
21571,nackter,nu
21572,schmeichelt,Flatters
21573,smokey,smokey
21574,essenszeit,hora de comer
21575,verdeckten,abordado
21576,another,outro
21577,schwartz,Schwartz
21578,cannes,cannes
21579,bauarbeiten,trabalho de construção
21580,irrsinnig,insanamente
21581,gehindert,impedido
21582,cid,cid
21583,wexler,wexler
21584,crassus,gordura
21585,antikörper,anticorpo
21586,stellungen,definições
21587,living,vivo
21588,unterliegt,sujeito
21589,entfallen,atribuível
21590,camden,Camden
21591,nil,nada
21592,durchgestanden,foi através
21593,erlebten,com experiência
21594,langt,longo
21595,metallisches,metálico
21596,gesandten,enviado
21597,verwaltet,gerenciou
21598,rumzuhängen,andar por aí
21599,verbände,associações
21600,pritchard,Pritchard
21601,florian,Florian
21602,stripclub,bar de striptease
21603,unterschätze,subestimado
21604,bediensteten,funcionários
21605,schöpft,desenha
21606,amour,amar
21607,regele,O rei
21608,lowry,Lowry
21609,zusammensetzung,composição
21610,hintergedanken,por trás impensado
21611,intellektuellen,intelectual
21612,dekorieren,decorar
21613,brandi,brandi
21614,religiöser,religioso
21615,minderheit,minoria
21616,strong,Forte
21617,string,fragmento
21618,voraussetzung,requerimento
21619,ruthie,ruthie
21620,zoff,dificuldade
21621,shore,Costa
21622,scheusal,monstro
21623,hinterlegt,depositado
21624,zusammengekommen,venha junto
21625,draufgegangen,draufgegangen
21626,mans,minha
21627,schnallt,amarrado
21628,teen,adolescente
21629,gesichtserkennung,reconhecimento facial
21630,zeitreise,viagem no tempo
21631,begründet,justificado
21632,gestreift,listrado
21633,rourke,rourke
21634,ungewissheit,incerteza
21635,zurückzuhalten,reter
21636,anwesende,presente
21637,harfe,harpa
21638,konzentrierst,concentrado
21639,goldstücke,Goldstücke
21640,macker,macker
21641,tappen,toque
21642,rechtmäßige,legal
21643,durchzugehen,ir através
21644,bräuchtest,precisaria
21645,doktoren,médicos
21646,effektiver,mais efetivo
21647,runtergekommen,veio abaixo
21648,herholen,herholen
21649,violine,violino
21650,künftige,futuro
21651,fallt,quedas
21652,devereaux,Devereaux
21653,weitergemacht,frente gone
21654,recep,Recep
21655,raja,Rei
21656,fortgegangen,perdido
21657,hide,ocultar
21658,gutheißen,aprovar
21659,kriegsheld,herói de guerra
21660,ministerin,Ministro
21661,vorwahl,prefixo
21662,eroberer,conquistador
21663,verführung,sedução
21664,wegschmeißen,jogá-lo fora
21665,s.t.a.r.,Estrela.
21666,oberkommando,comando superior
21667,vereinbarten,acordado
21668,verkackt,verkackt
21669,hauptkommissar,comissário-geral
21670,zellenblock,bloco de celas
21671,füllte,preenchido
21672,schlachter,açougueiro
21673,nabelschnur,cordão umbilical
21674,kritische,crítico
21675,jing,jing
21676,unschön,feio
21677,dauerhafte,permanente
21678,nieten,grampo
21679,ermessen,critério
21680,jesses,Jesses
21681,titte,pio
21682,auslaufen,vazar
21683,erbt,inherits
21684,ohhh,ohhh
21685,eingeschleust,introduzido
21686,wegnimmt,tira
21687,visite,Visita
21688,provokation,provocação
21689,gören,avistado
21690,spezieller,especial
21691,lieblinge,Lieblinge
21692,erwärmung,aquecimento
21693,waller,Waller
21694,justizminister,ministro da Justiça
21695,sandalen,sandálias
21696,zurückgelegt,viajei
21697,hineinziehen,envolver
21698,yves,Yves
21699,doppeltes,em dobro
21700,schmarotzer,parasitário
21701,frida,frida
21702,massenhaft,bastante
21703,vorzutäuschen,fingir
21704,bohannon,Bohannon
21705,cochran,Cochran
21706,showgeschäft,mundo do espetáculo
21707,amandas,amandas
21708,fredrik,Fredrik
21709,hochgeladen,uploaded
21710,festessen,celebração
21711,gekürzt,reduzido
21712,vergnügungspark,Parque de diversões
21713,gestaltet,projetado
21714,hardison,Hardison
21715,anstoß,retrocedendo fora
21716,generatoren,geradores
21717,mobiltelefon,telefone celular
21718,gustavo,Gustavo
21719,eingewilligt,consentida
21720,seeleute,marinheiros
21721,sättigung,saturação
21722,rütteln,sacudir
21723,hinausgehen,sair
21724,hiesige,local
21725,ergib,Ergin
21726,bösartige,malicioso
21727,bäng,Folha
21728,orpheus,Orfeu
21729,aufzulösen,dissolver
21730,verstärker,amplificador
21731,umkleideraum,vestiário
21732,puzzles,quebra-cabeças
21733,spießig,burguês
21734,sparrow,Pardal
21735,großzügiger,generoso
21736,buchstabiert,soletrado
21737,infiltrieren,infiltrieren
21738,gaga,gagá
21739,miterleben,testemunha
21740,aufsichtsrat,borda
21741,salzwasser,água salgada
21742,matheson,Matheson
21743,colleges,faculdades
21744,sana,vocês
21745,ralf,ralf
21746,schwärmen,delírio
21747,geleiten,escolta
21748,tach,tach
21749,stehend,de pé
21750,schrotthaufen,ferro velho
21751,schneien,neve
21752,trikot,camisa
21753,siehste,siehste
21754,gnädigste,gracioso
21755,autogramme,autógrafos
21756,herauszufordern,desafio
21757,feeling,sentindo-me
21758,suspendierung,suspensão
21759,lasten,júnior
21760,triebwerk,motor
21761,sold,vendido
21762,bowen,Bowen
21763,kidnapping,rapto
21764,wartung,manutenção
21765,endgültigen,final
21766,maskierte,mascarado
21767,faulpelz,vagabundo
21768,spaßen,Piada
21769,gewässern,águas
21770,katia,Fechar
21771,marisa,marisa
21772,bellheim,Bellheim
21773,zusammengesetzt,composto
21774,surfer,surfista
21775,abzuwarten,ser visto
21776,geeigneten,adequado
21777,vorhersehen,prever
21778,schwindet,fades
21779,anschaue,olhar
21780,kittchen,kittchen
21781,einsturz,colapso
21782,blöcke,blocos
21783,verehre,adore
21784,flo,flo
21785,verbreitung,distribuição
21786,eidechse,Lagarto
21787,rays,raios
21788,vertuschung,cobrir
21789,wegkommt,acabar-se
21790,vollziehen,faço
21791,übergelaufen,Defeito
21792,durchsickern,vazar
21793,schädlich,prejudicial
21794,benehme,comporte-se
21795,jeher,sempre foi
21796,vorwarnen,forewarn
21797,cheerleaderin,cheerleaderin
21798,durchschnittliche,média
21799,trager,retiradas
21800,flores,flores
21801,straftäter,ofensor
21802,wußten,sabia
21803,amazonas,amazonas
21804,gerichtsdiener,meirinho
21805,konkrete,concreto
21806,breiter,mais largo
21807,mata,olho
21808,zaubertrick,Truque de mágica
21809,arbeitslosigkeit,desemprego
21810,weihwasser,água benta
21811,krepiert,chutou o balde
21812,willenskraft,força de vontade
21813,anrichtet,wreaks
21814,zahm,domar
21815,bartlett,Bartlett
21816,klebrig,pegajoso
21817,rumfahren,rumfahren
21818,abrechnen,contentar-se
21819,ausbluten,sangrar
21820,records,registros
21821,vo,dentro de
21822,wörtchen,palavra
21823,faber,faber
21824,nutzlose,sem utilidade
21825,abnimmt,diminui
21826,allererste,primeiro
21827,langfristig,longo prazo
21828,kessler,Kessler
21829,pipeline,oleoduto
21830,predigten,pregado
21831,prügelt,batidas
21832,taler,fala
21833,thermometer,termômetro
21834,gehaltsliste,folha de pagamento
21835,feuerholz,lenha
21836,vulkanische,vulcânico
21837,verrückteste,mais louca
21838,j.p.,J.P.
21839,fruchtblase,bolha de frutas
21840,wehrlos,sem defesa
21841,nationalhymne,hino nacional
21842,mccabe,McCabe
21843,durftest,foram permitidos
21844,bindungen,títulos
21845,quartal,trimestre
21846,kitchen,cozinha
21847,leckerbissen,petisco
21848,beliebte,popular
21849,guru,professora
21850,rommel,bagunça
21851,unabhängigen,independente
21852,wirkliches,real
21853,hassten,odiava
21854,wegräumen,por para fora
21855,klinische,clínico
21856,sees,vê
21857,isles,ilhas
21858,merrick,Merrick
21859,wimper,Cílio
21860,moreau,Moreau
21861,minimal,mínimo
21862,heimatschutz,proteção home
21863,weiterlaufen,Prosseguir
21864,partisanen,partidário
21865,İbrahim,Ibrahim
21866,bourne,Bourne
21867,mistvieh,mistvieh
21868,lundy,Lundy
21869,kalinda,kalinda
21870,zylon,Zylon
21871,intellektuelle,intelectual
21872,großzügiges,generoso
21873,riesenfehler,enorme erro
21874,ulrich,Ulrich
21875,pfote,pata
21876,vornehme,elegante
21877,symbolisch,simbólico
21878,berüchtigte,infame
21879,lutscht,é uma merda
21880,reib,RelB
21881,divine,divino
21882,rome,Roma
21883,schlafend,dormindo
21884,mitnehme,levar com
21885,absaugen,vácuo
21886,grundlegende,básico
21887,untersuchungshaft,maneira investigação
21888,gesimst,gesimst
21889,jacksons,jacksons
21890,scharfer,afiado
21891,gemischte,misturado
21892,nachgegeben,deu lugar
21893,klassisches,clássico
21894,klapse,klapse
21895,totenwache,totenwache
21896,dreams,sonhos
21897,schliche,ardil
21898,ausgespielt,jogado fora
21899,ungewiss,incerto
21900,feger,Feger
21901,äußeres,exterior
21902,giuseppe,Joseph
21903,hauptdarsteller,ator principal
21904,ungeduld,impaciência
21905,glatter,suave
21906,lieblich,encantador
21907,redding,Redding
21908,chekov,chekov
21909,ausbreitet,espalhando
21910,eilmeldung,ÚLTIMAS NOTÍCIAS
21911,menschenrechte,direitos humanos
21912,ausgerottet,erradicada
21913,häppchen,bocado
21914,verrücktheit,loucura
21915,hinterhältige,desonesto
21916,schwerhörig,surdo
21917,chemikalie,químico
21918,spieluhr,Spieluhr
21919,übereinander,uma por cima da outra
21920,empfehlungsschreiben,carta de recomendação
21921,verzweifelter,desesperado
21922,malia,malia
21923,zeitig,em tempo
21924,gilligan,gilligan
21925,hingeben,desistir
21926,abhaust,Um busto
21927,rechtliche,jurídico
21928,spaziergänge,anda em
21929,färbt,cores
21930,statistisch,estatístico
21931,schleimer,rastejante
21932,aufzubrechen,intervalo
21933,lederjacke,jaqueta de couro
21934,mittagszeit,hora do almoço
21935,zerotollerance,zerotollerance
21936,lautstärke,volume
21937,ermüdend,cansativo
21938,gratuliert,felicita
21939,windpocken,catapora
21940,sternschnuppe,estrela cadente
21941,bigfoot,pé Grande
21942,chateau,castelo
21943,postfach,Caixa postal
21944,verfällt,expira
21945,schaltete,comutada
21946,schleuse,trancar
21947,glatte,Suavidade
21948,kommende,chegando
21949,lavinia,Lavinia
21950,ehrenwerten,honroso
21951,joffrey,joffrey
21952,feds,Federais
21953,hildy,Hildy
21954,millers,moleiros
21955,id,eu ia
21956,prozesse,processos
21957,abc,abc
21958,geschüttet,vertida
21959,köstliche,delicioso
21960,benötigte,precisava
21961,staten,estados
21962,späteren,mais tarde
21963,plattenspieler,toca-discos
21964,wiederzufinden,recuperar
21965,tripper,turista
21966,bedeutenden,significativo
21967,staatssekretär,secretário de Estado
21968,übrige,resto
21969,demenz,demência
21970,wartezeit,período de espera
21971,namensschild,Crachá
21972,psychose,psicose
21973,lallt,lallt
21974,flemming,flemming
21975,verschlimmern,agravar
21976,kruste,crosta
21977,blutproben,amostras de sangue
21978,guerrero,Guerreiro
21979,blinker,indicador
21980,alk,a partir de
21981,diesjährigen,este ano
21982,verliebst,cair no
21983,jemen,Iémen
21984,propeller,hélice
21985,abzusagen,cancelar
21986,spendiere,spendiere
21987,flachen,plano
21988,begutachten,enquete
21989,empor,acima
21990,santino,Santino
21991,garza,garça-real
21992,bescheidener,modesto
21993,stützt,apoia
21994,lebensmittelvergiftung,intoxicação alimentar
21995,kanadischen,canadense
21996,orient,leste
21997,vizepräsidentin,vice-presidente
21998,netze,redes
21999,hierbehalten,mantê-lo aqui
22000,unterbesetzt,understaffed
22001,fleisches,carne
22002,riskierte,arriscavam-
22003,ehemals,antigamente
22004,anzuschreien,gritando
22005,schiene,trilho
22006,vogue,voga
22007,auseinandernehmen,desmontar
22008,cruise,cruzeiro
22009,merry,alegre
22010,selena,selena
22011,einzuziehen,alimentação
22012,trompetet,trompetet
22013,schießereien,tiroteios
22014,una,uma
22015,victory,vitória
22016,balg,fole
22017,zeigefinger,dedo indicador
22018,unterstehen,ser sujeito a
22019,waffel,waffle
22020,panikattacke,Panikattack
22021,eingeäschert,cremado
22022,kampflos,pacificamente
22023,genfer,genebrês
22024,kato,kato
22025,forensische,forense
22026,unzerstörbar,unzerstörbar
22027,miterlebt,testemunhado
22028,kinderheim,lar de crianças
22029,tyrell,tyrell
22030,bethlehem,bethlehem
22031,schutzlos,desprotegido
22032,technisches,técnico
22033,tendenz,tendência
22034,siehts,siehts
22035,fürchteten,temido
22036,uhura,uhura
22037,entschloss,decidido
22038,beruflichen,profissional
22039,muttertag,Dia das Mães
22040,orgelmusik,música de órgão
22041,aktionäre,acionistas
22042,arthurs,Arthurs
22043,ausgewichen,evadido
22044,adebisi,Adebisi
22045,gotta,Tenho que
22046,minenfeld,minenfeld
22047,gewählte,eleito
22048,kilogramm,quilograma
22049,paragraph,parágrafo
22050,irrational,irracional
22051,schulabschluss,Graduação
22052,eureka,eureka
22053,ergaben,revelou
22054,ziggy,ziggy
22055,sylar,sylar
22056,festgebunden,ligado
22057,gul,gul
22058,zügig,veloz
22059,hochverrats,alta traição
22060,schwebte,flutuou
22061,seilen,abseil
22062,strip,faixa
22063,brokkoli,brócolis
22064,ozzie,ozzie
22065,salzig,salgado
22066,foyer,casa
22067,feierst,comemoro
22068,italienisches,italiano
22069,veränderten,mudado
22070,sippe,clã
22071,unauffindbar,indetectável
22072,knappen,botão
22073,abblitzen,Reúna-se com uma rejeição
22074,ähh,AHH
22075,brautpaar,brautpaar
22076,veteran,veterano
22077,eskaliert,Escalado
22078,unterredung,entrevista
22079,zurückzugewinnen,recuperar
22080,nagellack,lixador de unha
22081,burn,queimar
22082,zehnte,décimo
22083,colton,Colton
22084,straftaten,ofensas
22085,sies,disse
22086,majid,majid
22087,caputo,caputo
22088,krempel,coisa
22089,inga,não
22090,solls,diabos
22091,lelouch,Lelouch
22092,intensive,intensivo
22093,wischt,lenços
22094,frischfleisch,Frischfleisch
22095,digger,escavador
22096,proteine,proteína
22097,storch,cegonha
22098,sternzeichen,signo
22099,terrorisiert,aterrorizou
22100,marthe,marthe
22101,bridges,pontes
22102,elsie,Elsie
22103,ruiz,Ruiz
22104,klarem,Claro
22105,kugelsicher,a prova de balas
22106,klassenkameraden,colegas de classe
22107,manson,manson
22108,c4,CH4
22109,vorschau,visualização
22110,verbrennst,queimar
22111,zusammentreffen,Conheçer
22112,türmen,empilhar
22113,dampfen,vapor
22114,beschmutzen,manchar
22115,risa,risada
22116,signiert,assinado
22117,umzusetzen,implemento
22118,podium,pódio
22119,clovis,clovis
22120,margaux,margaux
22121,äußerste,externo
22122,zurückzulassen,sair
22123,verändere,mudança
22124,ergebnissen,resultados
22125,langweiliges,entediante
22126,goethe,Goethe
22127,weii,Nós vamos
22128,unternimm,unternimm
22129,überrannt,superação
22130,hysterie,histeria
22131,abspielt,acontecendo
22132,without,sem
22133,klau,klau
22134,menschenseele,alma humana
22135,bewegend,em movimento
22136,konsequenz,consequência
22137,aufgeregtes,animado
22138,sicherungen,fusíveis
22139,nichtsdestotrotz,no entanto
22140,tig,tig
22141,inventar,luminárias
22142,wegweiser,poste de sinalização
22143,zutrauen,confiança
22144,sinnvolles,significativo
22145,verborgene,escondido
22146,wissenschaftlern,cientistas
22147,einzuschlafen,adormecer
22148,kareem,Kareem
22149,kommentieren,Deixe um comentário
22150,inkompetent,incompetente
22151,tätowieren,tatuagem
22152,tigers,tigres
22153,mets,mets
22154,träge,lerdo
22155,leiblichen,corpóreo
22156,anmache,pegar
22157,bedürfnissen,precisa
22158,tätowierungen,tatuagens
22159,reifer,maduro
22160,königlich,real
22161,zwinkern,piscar
22162,fußballspiel,jogo de futebol
22163,hamid,Hamid
22164,laub,folhas
22165,dix,dez
22166,reeves,Reeves
22167,flipp,criatividade Kit
22168,auguste,agosto
22169,zivilisierte,civilizado
22170,robe,vestido
22171,betrugs,fraude
22172,erhöhung,aumentar
22173,verbundenen,relacionado
22174,far,longe
22175,clément,clemente
22176,boutique,fazer compras
22177,verlogene,mendaz
22178,eintrittskarte,bilhete
