Alemão,de-pt,Polonês,pl-pt
schwinden,decair,grudniu,dezembro
zurückgetreten,resignado,zasłonę,muito salgado
kunststück,prestidigitação,zjazdu,saída
coney,coney,podłoże,subsolo
stottern,gaguejar,remy,Remy
ennis,Ennis,bufet,bufê
tsunami,tsunami,zorientujesz,Você sabe
kürzeste,mais curto,jojo,jojo
zurückblicken,olhe para trás,schowam,ocultar
lahmgelegt,paralisado,domyśli,adivinhar
rückwärtsgang,marcha à ré,niko,niko
splitternackt,stark-naked,złożyło,submetido
mones,Mones,godzien,valioso
wish,desejar,wyskoczyła,saltou
heiser,rouco,chińczyk,chinês
spears,lanças,domyśliłam,Imaginei
neugeborenes,Recém-nascido,różnic,diferenças
meisterschaften,campeonatos,strauss,strauss
zuwendung,doação,naćpana,apedrejado
kompatibel,compatível,smrodu,fedor
verdursten,morrer de sede,alejandro,alejandro
faules,preguiçoso,uwalnia,lançamentos
relax,relaxar,siedzibę,assento
niedliche,bonitinho,osądzam,juiz
scharlatan,charlatão,informował,relatado
eingeflogen,voado,ubiór,roupa
claudette,Claudette,zarazki,germes
trucker,trucker,gwałciciel,estuprador
golfen,golfe,spieszysz,pressa
streitmacht,alegando marcas,nielegalna,ilegal
feuerst,hurling,układają,por
holy,sagrado,jakas,algum tipo de
experiments,experimentos,ważności,expiração
lennart,lennart,waters,águas
bescheren,conceder,kręgach,círculos
schlussstrich,circuito sublinhado,barmana,garçom
kaufman,Kaufman,poświęciłeś,sacrificado
funky,descolados,wykorzystuję,eu uso
bildhauer,escultor,mcbride,McBride
arturo,arturo,przywołać,chamar
kendrick,Kendrick,garderobie,provador
gepresst,pressionado,tancerka,dançarino
footballspieler,jogador de futebol,włoskiego,italiano
zuzuschlagen,batida,ogromnych,enorme
stollen,roubado,obozów,acampamentos
trüffel,Brigadeiro,boczne,lateral
kochbuch,livro de receitas,smsy,mensagens de texto
schmeicheleien,lisonjeiro eien,nowoczesnej,moderno
verkatert,Ressaca,wyrzucisz,lançar
verfrüht,prematuro,finna,finna
suzette,suzette,ściągnijcie,Baixe
ogden,Ogden,menedżer,Gerente
barnabas,Barnabé,oczyszczenia,limpeza
wolff,Wolff,dowodach,evidência
niedergestochen,esfaqueado,gównianą,merda
implantiert,implantado,mawiała,Ele costumava dizer
gewaltsamen,violento,zagłosować,Voto
wunderland,país das maravilhas,czerpie,desenha
ordens,Ordens,wyciągnęliśmy,Nós aprendemos
verweis,referência,maksymalna,maximal
unerlässlich,imperativo,chemicznych,químico
ghul,canibal,wilder,mais selvagem
verstehste,geddit,kuzyni,prima e primo
flieh,fugir,dostrzegać,Vejo
potentielle,potencial,apelację,apelo
mckinley,McKinley,wierząc,crente
bizarre,bizarro,niedzielny,domingo
lon,lon,wątpliwe,duvidoso
transfusion,transfusão,apteczkę,kit de primeiros socorros
andersson,andersson,żebro,costela
ergreife,tomar posse,p.o.l.i.s.h.,polonês.
erna,Erna,pedały,pedais
schrägen,bisel,knujesz,você está pronto
gerissener,astuto,oczekiwaliśmy,nós esperamos
folie,frustrar,popracuj,* Trabalhar
versteckspiel,esconde-esconde,striptizerką,descascador
überprüfst,überprüfst,fotografia,fotografia
projektion,projeção,ujrzę,Entendo
universitäten,universidades,sądziła,pensamento
palermo,Palermo,wild,selvagem
enkelsohn,Neto,zerwania,quebra
everyone,todo o mundo,niósł,carregou
findus,Ache-nos,uciszcie,acalme-se
diversen,vários,pionkiem,penhor
statten,equipar,everything,tudo
flirtest,flerte,kontrolowane,controlada
inbegriff,resumo,końcowe,final
maría,Maria,przestaniecie,você para
cade,cade,pomyślałbym,eu pensaria
angebaggert,angebaggert,anonimowo,anonimamente
pflanzt,plantadas,stając,descongelamento
unangemeldet,sem ser anunciado,danem,dan
innig,sincero,knajpa,bar
fog,névoa,hangaru,hangar
mccall,McCall,ściągnąłeś,baixado
unstimmigkeiten,desacordos,kelnerki,garçonete
messungen,Medidas,doszczętnie,completamente
probierte,tentou,pokojowo,pacificamente
heimkam,voltou para casa,argumentów,argumentos
abzweigung,Abzweigung,tarzan,Tarzan
nachprüfen,Verifica,potrójne,triplo
taschenmesser,canivete,wygnańców,exilados
teuersten,mais caro,moran,Moran
schmeling,schmeling,ożeni,casar
erpicht,ansioso,dostarcz,entregar
schwäne,cisnes,żałosną,patético
zuverlässiger,de confiança,shit,merda
chai,chai,własnemu,ter
hintergeht,engana,nieruchomość,propriedade
ezekiel,Ezequiel,paradise,paraíso
aufjeden,Em qualquer,kąpać,pingar
kalifornischen,Califórnia,zachary,Zachary
platschen,salpico,zebrane,colhida
haferflocken,aveia,stoły,tabelas
shilling,xelim,lampkę,claro
rutherford,Rutherford,drzemki,soneca
geheimdienste,serviços secretos,brygada,brigada
abschlussklasse,classe da graduação,powiedziawszy,disse
verteidigte,defendeu,współpracują,colaborar
xu,xu,audycji,transmissão
abgefüllt,engarrafado,weterynarzem,veterinario
albanien,Albânia,pożary,incêndios
bezeugt,testemunhou,wylał,derramada
lj,lj,wskaż,ponto
kontrollierst,ao controle,sadzisz,você pensa
sweatshirt,suéter,pobije,bater
kanntet,kanntet,motywacji,motivação
bezweifelt,dúvidas,płakałaś,você criou
masseur,massagista,aplikację,Aplicativos
grausames,cruel,pogotowia,emergência
mystischen,místico,talia,cintura
steril,estéril,novak,Novak
insofern,enquanto,interesujących,interessante
beleben,reviver,wątek,fio
kz,campo de concentração,zator,resistir
hingerissen,enraptured,powietrzną,ar
abtauchen,mergulhar,substancje,substâncias
poseidon,Poseidon,science,Ciência
vaterschaft,paternidade,smaczny,gostoso
schimpanse,chimpanzé,trawka,Relva
lebensart,modo de vida,zgraja,Monte
corner,canto,nadgarstka,pulso
entbindung,parto,zostawiliście,você saiu
meet,Conheçer,powstrzymania,imparável
runtergeladen,baixado,rozwiązałem,eu resolvi
tancredi,tancredi,robby,Robby
benutzung,usar,techniczny,técnico
erscheinst,apareces,piekielne,inferno
verlogen,mendaz,ff9933,FF9933
augie,augie,wstrząśnięty,emocionados
jørgen,jørgen,przyzwyczaiłem,Eu me acostumei
konstante,constante,rozpoczęciem,começar
begrub,sepultado,birkoff,Birkoff
muslim,muçulmano,medytacji,meditação
dialoge,diálogos,akceptujesz,você aceita
canterbury,estante de músicas,tzn,i.e.
pontus,pontus,nadał,ainda
freebo,Freebo,babilon,Babilônia
personalakte,atos pessoais,andi,e eu
körbchen,cesta,uroda,beleza
funkgeräte,rádios,pociągów,trens
angeworben,recrutados,torturowany,torturada
transferieren,transferir,światłach,luzes
behandele,tratar,coście,o que você tem
durchsuchte,Raided,luzu,Toque
auszuspionieren,espião,singer,cantor
bereinigt,ajustado,prześcieradło,Folha
holzkopf,numbskull,obchodzisz,se importar
letzteres,esta última,łóżkach,camas
herrenhaus,mansão,karola,charles
glenda,glenda,wczorajszą,ontem
pediküre,pedicure,maly,pequena
koffern,malas de viagem,vasquez,Vasquez
überrollt,superação,ochłonąć,esfriar
patel,patel,przytomna,consciente
simsen,mensagens de texto,villa,vila
ekligen,nojento,zamawiałem,Eu pedi
goldstück,jóia,madonna,madona
anlässen,ocasiões,jasonem,Jason
rde,rde,powiadomił,informado
reimen,rima,gabrielo,Gabriele
oberschwester,matrona,społecznego,social
sundance,Sun Dance,serwera,servidor
tiefere,Deeper,dentystą,dentista
funker,operador de rádio,topie,topo
misshandlung,mau trato,przełożona,postergado
dänischen,dinamarquês,zmęczoną,cansado
rennpferd,cavalo de corrida,schodź,descer
ia,I a,wkurzyło,apavorei
vornherein,o início,słabością,fraqueza
vergönnt,garantido,zmowie,conluio
etappe,etapa,opłat,fio dental
kiriu,Kiriu,płaszcze,casacos
einzureden,convencer,mieszkałeś,você viveu
zusammenzubringen,congregar,przechytrzyć,Ser mais esperto que
jansen,jansen,potwierdziły,confirmado
erlischt,sai,ucieszysz,seja feliz
rachefeldzug,vendeta,zawiązać,laço
befürworten,advogado,meksykańskie,mexicano
hilde,Hilde,nurkowania,mergulho
gefährte,companheiro,wierności,fidelidade
abschaffen,abolir,szara,cinza
abwimmeln,livrar-se de,myśliwy,Caçador
verpatzt,fiasco,dostane,I terá
vorzeigen,mostrar,żarówki,lâmpadas
militärisch,militares,upadkiem,outono
glades,pântano,mniejszym,menos
kamele,camelos,kirka,Kirka
hierherzukommen,para vir aqui,kancelaria,escritório
mitmache,mitmache,zapalnik,dispositivo de ignição
stiere,touros,dzwonimy,nós chamamos
aristoteles,Aristóteles,komplikuje,complicando
stumpfen,maçante,szpiegujesz,espionagem
schönheitswettbewerb,Concurso de beleza,koszmarny,de pesadelo
ehrenamtlich,unsalaried,przylatuje,chega
mussolini,Mussolini,chrzest,batismo
festbinden,maniatar,nassau,Nassau
reiseführer,guia de viagem,przeżyłaś,você sobreviveu
komplexer,mais complexo,zastępco,Deputado
stumpfe,maçante,postarajcie,Tentar
derjenigen,que,przemyślałam,Eu pensei que este
caligula,caligula,sd-6,SD-6
mopp,esfregar,ziemskie,terra
hackte,picado,ujemny,negativo
herberge,Hostel,zadek,vagabundo
schweigend,silenciosamente,diagnozy,diagnóstico
coyote,coiote,umówimy,Iremos organizar
entrinnen,escapar,wyrozumiały,indulgente
bogart,Bogart,kluczyk,a chave
eagles,águias,warstwa,camada
schnitzen,para carve,eœ,EOE
begabte,dotado,autopsja,autópsia
waschsalon,launderette,morskiego,mar
rechnete,esperado,wołał,chorou
barbar,bárbaro,duane,Duane
zuvorgekommen,preempted,rowie,fosso
network,rede,przeciwieństwem,o oposto
unbegrenzt,ilimitado,zabrały,tomou
carola,carola,fantazję,fantasia
vereinfachen,simplificar,biegają,corre
tortur,tortura,bezdomni,morador de rua
krisen,crises,syrii,Síria
virtuellen,virtual,narody,nações
hörensagen,boato,earla,conde
fernand,Fernand,mal,mal
vertragt,aguentar,korzystaj,usar
aufzuholen,alcançar,cząstek,partículas
frischem,fresco,newage,nova era
steed,corcel,kartek,lençóis
same,semente,marihuanę,maconha
totengräber,coveiro coveiro,kielicha,cálice
tribunal,tribunal,annabelle,annabelle
taktlos,sem tato,oskarżam,acusador
aufschrift,inscrição,odsiedział,servido
entspannend,relaxante,jajkami,ovos
hinauszögern,adiar,ochrania,protege
geschickter,esperto,tonu,tom
postboten,pós oferecido,lowe,Lowe
javi,javi,przepisami,regulamentos
pavel,Pavel,pikniku,piquenique
suzuki,suzuki,rozbierz,despir
modifizieren,modificar,kupuj,Comprar
archäologe,arqueólogo,dziewicy,virgem
wonderful,Maravilhoso,ciągnął,Ele continuou
selbstjustiz,selbstjustiz,pouczyć,instruir
fürwahr,em verdade,palmera,romeiro
preiszugeben,revelar,dobbs,Dobbs
verschmutzt,sujo,dyson,Dyson
passwörter,senhas,doga,dinamarquês
schlitzaugen,olhos de fenda,ocalenia,Salve 
vorläufigen,preliminares,spisz,escreva
series,Series,ignorujesz,você ignorar
matteo,Matteo,pracownikom,funcionários
massey,Massey,wyzwolenia,libertação
abwegig,errôneo,łazić,Reverenciar
würdige,valioso,sportowcem,atleta
abgesandte,enviado,uczyniło,fez
kling,soando,frannie,Frannie
näherte,Aproximando,masowej,massa
capri,capri,derby,Derby
abbezahlt,pago,garfield,Garfield
schliefst,Estavam dormindo,pączków,rosquinhas
kastrieren,castração,młodu,Juventude
wegpusten,wegpusten,kontrole,Verificações
weiterzugeben,passar,promocji,promoção
lausig,nojento,goleniu,barbear
aspen,trêmulo,lowell,Lowell
pit,Cova,maili,mails
ryu,ryu,trójkącik,trindade
fügung,coincidência,handlarzem,distribuidor
fünft,quinto,złam,intervalo
steinzeit,idade da Pedra,wkurzyła,tempestades
wich,mais,drabinie,escada
britannien,Grã-Bretanha,loży,apresentar
sterblichkeit,mortalidade,objął,tomou
hausarzt,médico da família,przepisu,provisão
diabetiker,diabético,oddadzą,daria
vala,vala,zgłosili,relatado
immigranten,imigrantes,bezdomnym,morador de rua
wladimir,vladimir,załamał,quebrado
hinzuziehen,consultar,fbl,FBL
vereinbarungen,acordo,kłócicie,você argumentar
señores,señores,wykrycia,detecção
australier,australiano,beka,arrotos
léa,léa,biologiczna,biológico
staff,pessoal,bev,Bev
broken,quebrado,gips,gipsita
radcliffe,Radcliffe,ułatwi,ajuda
save,Salve ,pozwolono,permitido
sicherheitsgurt,cinto de segurança,por,alho-poró
schäbige,má qualidade,wyglądałoby,parece
al-qaida,Al Qaeda,mouth,boca
besserwisser,Sabe-tudo,gryza,morder
barnett,barnett,mocnych,Forte
gottverdammtes,Maldito,kret,toupeira
entstehung,formação,przytrafiła,aconteceu
läufts,läufts,czapce,boné
ranfahren,estacionar,fontanny,fontes
gerüst,estrutura,gwardia,guardas
initiieren,iniciar,sylvie,Sylvie
vegetarierin,vegetariano,certyfikat,certificado
rattert,chocalho,karny,penal
überschrieben,sobrescrito,rzucimy,lançar
ausgeheckt,inventada,wagner,wagner
aston,aston,damona,Damon
emitter,emissor,kaliforni,Califórnia
wohnhaus,prédio residencial,drobnostka,bagatela
besprachen,discutido,strażą,guarda
aufrichtige,sincero,poinformuję,Eu informo
einzujagen,incutir,luzik,luzik
todesengel,anjo da Morte,dziecinny,infantil
feilschen,pechinchar,prochach,drogas
morten,morten,żonami,esposas
geltend,afirma,młotem,martelo
verzögerungen,atrasos,dvdrip,dvdrip
blackouts,blackouts,podwyżki,aumenta
lisas,lisa,ustawiona,definir
vorzugsweise,preferencialmente,ustawienia,definições
bekloppte,com deficiência mental,pokochają,amar
oval,oval,lekarka,doutora
bevorzugte,preferido,spełnione,conheceu
lucinda,Lucinda,śledziłam,eu segui
keime,germes,ade,ade
tauch,mergulhar,zerżnąć,Porra
selbstmorde,suicídios,odgrywać,Toque
getröstet,confortado,pitt,pitt
amtlich,oficial,zadbaj,cuidar
intrige,intriga,rumu,rum
umkreisen,círculo,adi,adi
spaniens,Espanha,totalnym,um total
geheiß,ordem,konsekwencjami,consequências
dear,querido,modlitw,orações
césar,césar,politycznego,político
tänzchen,tänzchen,gigi,Gigi
einschreiten,intervir,organizacje,organizações
standing,de pé,myjni,lava-jato
konsultieren,consultar,połamię,Eu vou quebrar
kapstadt,cidade do Cabo,zwrócimy,reembolso
jurastudium,estudos Jurídicos,spokoj,calma
rasierklinge,lâmina de barbear,przekonaniu,convicção
hafer,aveia,zapalił,aceso
anhang,acessório,dostarczać,entregar
providence,providência,spencera,Spencer
gibbons,gibões,rosyjską,russo
leviathan,Leviatã,odwiedziłem,eu visitei
investiere,investir,skierował,Directed
como,Como,pomarańczy,laranja
kehlen,gargantas,przeniesie,levar
fernbleiben,ficar longe,szalonej,louco
kuschelig,fofinho,doreen,Doreen
kap,capa,medale,medalhas
abschicken,enviar,przyjeżdżaj,venha aqui
jule,jule,skrzywdzili,eles injustiçado
überfalls,ataque,today,hoje
qi,qi,gospodarstwo,Fazenda
anzetteln,instigar,ffda50,ffda50
niedergeschossen,tiro para baixo,ujawnienia,divulgação
wyler,Wyler,towarzyska,sociável
geometrie,geometria,wgląd,visualizar
traummann,homem ideal,pretekstem,com licença
aggressionen,agressões,olbrzym,gigante
antik,Antiguidade,płycie,CD
stoppe,Pare,mail,correspondência
gehweg,caminhada lateral,zdejmie,decolar
ehemannes,antes do homem,przywiązać,laço
opern,óperas,jury,júri
regis,regis,zgodność,compatibilidade
nietzsche,Nietzsche,wczesny,cedo
zier,ornamental,bauera,Bauer
verdien,ganhar,zawarte,continham
raufgehen,Aparecer,after,depois de
foxy,foxy,ognisku,fogo
alleinsein,estar sozinho,dotknąłeś,você tocou
rehabilitation,reabilitação,sea,mar
hepatitis,hepatite,pobawimy,pway
caterer,fornecedor,pień,tronco
industrielle,industrial,odmówiłam,eu recusei
boshaft,maliciosamente,majteczki,calcinhas
ruhestörung,perturbação da paz,jumong,Jumong
nazareth,Nazaré,glorii,glória
transponder,transponder,pożarna,brigada
kimura,kimura,stresie,estresse
hinrichtungen,execuções,kruk,Raven
ordnungsgemäß,apropriadamente,karton,cartão
salutieren,saudação,odstrzelę,soprar
sicherheitsteam,equipe de segurança,kosztowały,custo
unnütz,sem utilidade,wyborami,eleições
untersuchten,investigada,usterka,falta
mcnamara,McNamara,abrahama,Abraham
zuvorkommen,florestal,wybrzeży,da costa
poppen,poppen,victorio,victorio
faraday,Faraday,zawstydzona,envergonhado
anderenfalls,de outra forma,kumplowi,amigo
kronjuwelen,jóias da coroa,kristina,Cristina
günstigen,Excelente,młodsze,mais jovem
eigenartiges,estranho,włamali,quebrado
ros,ros,sponsorów,patrocinadores
dienstboten,serviço oferecido,uzyskania,Pra
beherbergt,casas,niełatwe,díficil
étienne,Étienne,politycznym,político
hektik,agitação,kluczowy,chave
ground,terra,merci,merci
schlupfloch,buraco,andromeda,Andrômeda
uh-oh,uh-oh,doradzić,Conselho
klarinette,clarinete,regionu,região
angreifbar,abrir a atacar,ras,raças
anbau,cultivo,osiedle,Estado
supreme,supremo,wrogość,hostilidade
erbarmungslos,implacável,albercie,Alberta
verheerend,devastador,rosyjskich,russo
generalsekretär,secretário geral,lamborghini,lamborghini
muttersöhnchen,deslambido,studnia,Nós vamos
päpstliche,papal,odkurzacz,aspirador de pó
adonis,Adônis,pierdolcie,Porra
nunmal,simplesmente,jankesów,Yankees
aufwischen,limpar,bliskość,proximidade
hyänen,hienas,gwałtowne,violento
mont,mont,radosne,Alegre
sicherheitsfirma,compania de segurança,bak,tanque
cos,cos,mein,mein
bürgerin,cidadão,prosiłbym,Eu perguntaria
gerichtsvollzieher,meirinho,podłączone,conectado
kameradschaft,camaradagem,weterynarz,veterinario
eindringt,penetra,rap,batida
himmelreich,Paraíso,zastanawiałaś,você se perguntou
kilgrave,kilgrave,przełożonych,superiores
bedürftigen,carente,inwestycje,investimentos
drummond,Drummond,piosenkarką,cantor
verwendeten,usava,pomyślnie,favoravelmente
eingeworfen,esmagado,mrocznego,Sombrio
verwahrt,Protege,twardych,Difícil
anriefen,telefonado,koszmaru,pesadelo
joeys,joeys,wiarygodny,de confiança
schroff,bruscamente,kominek,lareira
stichwunde,ferida de facada,wścieknie,furioso
jeppe,jeppe,odnaleźliśmy,encontrado
hexenzirkel,hexenzirkel,niewiem,eu não sei
pai,pai,wydostań,saia
termiten,cupins,gówniarz,criança pequena
hewitt,hewitt,koperta,envelope
honda,honda,sprzedawców,revendedores
klebstoff,adesivo,powodzeniem,com sucesso
zwirn,fio,brook,Ribeiro
abgewischt,limpou,polubiłam,eu gostei
forensischen,forense,dziurkę,buraco
operationssaal,sala de operação,trick,truque
feuerwache,Corpo de Bombeiros,ł,eu
adiós,adiós,rozwaliłem,esmaguei
schuldschein,nota promissória,wysadzimy,soprar
chirurgische,cirúrgico,całkowitym,total
handarbeit,trabalho manual,delenn,Delenn
pensionierung,aposentadoria,rozważ,considerar
göttlicher,divino,otworem,calibre
bezog,relacionado,norton,norton
ernsthafter,mais sério,niepewna,incerto
tribun,tribuna,ulec,Sofra
sie-,elas-,odpaść,alimentar-se
pik,pá,setka,centenas
shiva,shiva,zapewnienia,garantir
nervige,chato,poprzednia,anterior
pancho,pancho,dosc,o suficiente
bedenkzeit,tempo para pensar,conajmniej,pelo menos
römern,Romans,mother,mãe
elektronisch,eletrônico,przedawkował,overdose
zusätzliches,adicional,gramów,gramas
austreten,escapar,kola,rodas
vollgestopft,crammed,zamierzała,indo
elementen,elementos,niesprawiedliwość,injustiça
schweigsam,silencioso,okolic,bairros
leidenschaftlicher,apaixonado,fat,gordura
dayton,Dayton,filiżanka,xícara
koordiniert,coordenado,rezultatem,resultado
gönner,patrono,nazywane,chamado
